string_interactions
#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
IL3,FASLG,9606.ENSP00000296870,9606.ENSP00000356694,0,0,0,0,0.128,0,0,0.398,0.452
IL3,FOS,9606.ENSP00000296870,9606.ENSP00000306245,0,0,0,0,0.083,0,0,0.433,0.457
IL3,SOS 1,9606.ENSP00000296870,9606.ENSP00000384675,0,0,0,0,0,0,0.400,0.152,0.469
IL3,STAT6,9606.ENSP00000296870,9606.ENSP00000300134,0,0,0,0,0,0,0,0.487,0.487
IL3,PRKACA,9606.ENSP00000296870,9606.ENSP00000309591,0,0,0,0,0,0,0.400,0.213,0.507
IL3,MYC,9606.ENSP00000296870,9606.ENSP00000478887,0,0,0,0,0,0,0,0.507,0.507
IL3,GRB2,9606.ENSP00000296870,9606.ENSP00000376345,0,0,0,0,0,0,0.400,0.397,0.622
IL3,IL20RA,9606.ENSP00000296870,9606.ENSP00000314976,0,0,0,0,0,0,0.650,0.083,0.665
IL3,IL22RA2,9606.ENSP00000296870,9606.ENSP00000296980,0,0,0,0,0.044,0,0.650,0.101,0.672
IL3,IFNGR1,9606.ENSP00000296870,9606.ENSP00000356713,0,0,0,0,0,0,0.650,0.257,0.728
IL3,IL6ST,9606.ENSP00000296870,9606.ENSP00000370698,0,0,0,0,0,0,0.650,0.476,0.808
IL3,IL13,9606.ENSP00000296870,9606.ENSP00000304915,0,0,0,0,0.271,0,0,0.857,0.891
IL3,JAK1,9606.ENSP00000296870,9606.ENSP00000499900,0,0,0,0,0,0,0.650,0.708,0.893
IL3,IL5RA,9606.ENSP00000296870,9606.ENSP00000412209,0,0,0,0,0.056,0,0.650,0.966,0.987
IL3,CSF2,9606.ENSP00000296870,9606.ENSP00000296871,0,0,0,0,0.202,0,0.400,0.998,0.998
IL4,TNFRSF1A,9606.ENSP00000231449,9606.ENSP00000162749,0,0,0,0,0,0,0,0.582,0.582
IL4,OSM,9606.ENSP00000231449,9606.ENSP00000215781,0,0,0,0,0.060,0,0,0.506,0.515
IL4,MAPK1,9606.ENSP00000231449,9606.ENSP00000215832,0,0,0,0,0.060,0.060,0,0.509,0.528
IL4,IL2RB,9606.ENSP00000231449,9606.ENSP00000216223,0,0,0,0,0.060,0,0.650,0.767,0.916
IL4,EPOR,9606.ENSP00000231449,9606.ENSP00000222139,0,0,0,0,0,0,0.650,0.227,0.717
IL4,PIK3R2,9606.ENSP00000231449,9606.ENSP00000222254,0,0,0,0,0.061,0,0,0.400,0.412
IL4,CSF3,9606.ENSP00000231449,9606.ENSP00000225474,0,0,0,0,0.124,0,0,0.801,0.818
IL4,NFKB1,9606.ENSP00000231449,9606.ENSP00000226574,0,0,0,0,0.045,0,0,0.800,0.800
IL4,IL2,9606.ENSP00000231449,9606.ENSP00000226730,0,0,0,0,0.432,0,0,0.999,0.999
IL4,IL10RA,9606.ENSP00000231449,9606.ENSP00000227752,0,0,0,0,0,0,0.650,0.802,0.927
IL4,IL23A,9606.ENSP00000231449,9606.ENSP00000228534,0,0,0,0,0.067,0,0,0.725,0.732
IL4,IFNG,9606.ENSP00000231449,9606.ENSP00000229135,0,0,0,0,0.110,0,0,0.990,0.990
IL4,IL12B,9606.ENSP00000231449,9606.ENSP00000231228,0,0,0,0,0.056,0,0,0.410,0.420
IL4,CHUK,9606.ENSP00000231449,9606.ENSP00000359424,0,0,0,0,0,0,0,0.408,0.408
IL4,PIK3CA,9606.ENSP00000231449,9606.ENSP00000263967,0,0,0,0,0,0,0,0.435,0.435
IL4,IFNA7,9606.ENSP00000231449,9606.ENSP00000239347,0,0,0,0,0.045,0,0,0.475,0.477
IL4,MYC,9606.ENSP00000231449,9606.ENSP00000478887,0,0,0,0,0,0,0,0.511,0.511
IL4,LIF,9606.ENSP00000231449,9606.ENSP00000249075,0,0,0,0,0.107,0,0,0.480,0.515
IL4,CSF1R,9606.ENSP00000231449,9606.ENSP00000286301,0,0,0,0,0,0,0,0.608,0.608
IL4,EPO,9606.ENSP00000231449,9606.ENSP00000252723,0,0,0,0,0.047,0,0,0.652,0.654
IL4,IL11,9606.ENSP00000231449,9606.ENSP00000264563,0,0,0,0,0.114,0,0,0.635,0.663
IL4,EGF,9606.ENSP00000231449,9606.ENSP00000265171,0,0,0,0,0,0,0,0.667,0.667
IL4,SOCS5,9606.ENSP00000231449,9606.ENSP00000305133,0,0,0,0,0.058,0,0.500,0.357,0.670
IL4,FASLG,9606.ENSP00000231449,9606.ENSP00000356694,0,0,0,0,0.082,0.048,0,0.663,0.679
IL4,FOS,9606.ENSP00000231449,9606.ENSP00000306245,0,0,0,0,0.087,0,0,0.685,0.700
IL4,IL22RA2,9606.ENSP00000231449,9606.ENSP00000296980,0,0,0,0,0.042,0,0.650,0.215,0.713
IL4,IL20RA,9606.ENSP00000231449,9606.ENSP00000314976,0,0,0,0,0,0,0.650,0.273,0.734
IL4,OSMR,9606.ENSP00000231449,9606.ENSP00000274276,0,0,0,0,0,0,0.650,0.290,0.740
IL4,STAT5B,9606.ENSP00000231449,9606.ENSP00000293328,0,0,0,0,0,0,0,0.749,0.749
IL4,PDGFRA,9606.ENSP00000231449,9606.ENSP00000257290,0,0,0,0,0,0,0.650,0.332,0.756
IL4,PDGFRB,9606.ENSP00000231449,9606.ENSP00000261799,0,0,0,0,0,0,0.650,0.336,0.757
IL4,IL6ST,9606.ENSP00000231449,9606.ENSP00000370698,0,0,0,0,0,0,0.650,0.348,0.762
IL4,IL22RA1,9606.ENSP00000231449,9606.ENSP00000270800,0,0,0,0,0,0,0.650,0.370,0.770
IL4,IFNA1,9606.ENSP00000231449,9606.ENSP00000276927,0,0,0,0,0.058,0,0,0.791,0.794
IL4,EGFR,9606.ENSP00000231449,9606.ENSP00000275493,0,0,0,0,0,0,0.650,0.507,0.820
IL4,IL10RB,9606.ENSP00000231449,9606.ENSP00000290200,0,0,0,0,0,0,0.650,0.569,0.842
IL4,IFNAR1,9606.ENSP00000231449,9606.ENSP00000270139,0,0,0,0,0,0,0.650,0.604,0.855
IL4,IL27RA,9606.ENSP00000231449,9606.ENSP00000263379,0,0,0,0,0,0,0.650,0.614,0.859
IL4,IL9R,9606.ENSP00000231449,9606.ENSP00000244174,0,0,0,0,0.042,0,0.650,0.617,0.860
IL4,IFNGR1,9606.ENSP00000231449,9606.ENSP00000356713,0,0,0,0,0,0,0.650,0.705,0.892
IL4,IL12RB2,9606.ENSP00000231449,9606.ENSP00000262345,0,0,0,0,0.048,0,0.650,0.729,0.901
IL4,IL15,9606.ENSP00000231449,9606.ENSP00000296545,0,0,0,0,0,0,0,0.915,0.915
IL4,STAT3,9606.ENSP00000231449,9606.ENSP00000264657,0,0,0,0,0,0,0.500,0.848,0.920
IL4,IL5RA,9606.ENSP00000231449,9606.ENSP00000412209,0,0,0,0,0.224,0,0.650,0.802,0.941
IL4,CSF2,9606.ENSP00000231449,9606.ENSP00000296871,0,0,0,0,0.152,0,0,0.958,0.963
IL4,IL3,9606.ENSP00000231449,9606.ENSP00000296870,0,0,0,0,0.355,0,0,0.972,0.981
IL4,IL5,9606.ENSP00000231449,9606.ENSP00000231454,0,0,0,0,0.351,0,0,0.983,0.988
IL4,IL13,9606.ENSP00000231449,9606.ENSP00000304915,0,0,0,0,0.301,0,0,0.991,0.993
IL4,IL9,9606.ENSP00000231449,9606.ENSP00000274520,0,0,0,0,0.243,0,0,0.996,0.996
IL4,JAK1,9606.ENSP00000231449,9606.ENSP00000499900,0,0,0,0,0,0,0.900,0.978,0.997
IL4,STAT6,9606.ENSP00000231449,9606.ENSP00000300134,0,0,0,0,0,0,0.500,0.995,0.997
IL4,IL7,9606.ENSP00000231449,9606.ENSP00000263851,0,0,0,0,0.086,0,0,0.998,0.998
IL5,TNFRSF1A,9606.ENSP00000231454,9606.ENSP00000162749,0,0,0,0,0,0,0,0.446,0.446
IL5,IL2RB,9606.ENSP00000231454,9606.ENSP00000216223,0,0,0,0,0,0,0.650,0.377,0.772
IL5,EPOR,9606.ENSP00000231454,9606.ENSP00000222139,0,0,0,0,0,0,0.650,0.544,0.833
IL5,PIK3R2,9606.ENSP00000231454,9606.ENSP00000222254,0,0,0,0,0,0,0.400,0.219,0.511
IL5,CSF3,9606.ENSP00000231454,9606.ENSP00000225474,0,0,0,0,0.121,0,0,0.827,0.842
IL5,NFKB1,9606.ENSP00000231454,9606.ENSP00000226574,0,0,0,0,0.046,0,0,0.525,0.527
IL5,IL2,9606.ENSP00000231454,9606.ENSP00000226730,0,0,0,0,0.266,0,0.400,0.999,0.999
IL5,IL10RA,9606.ENSP00000231454,9606.ENSP00000227752,0,0,0,0,0,0,0.650,0.604,0.855
IL5,IL23A,9606.ENSP00000231454,9606.ENSP00000228534,0,0,0,0,0.100,0,0,0.444,0.478
IL5,IFNG,9606.ENSP00000231454,9606.ENSP00000229135,0,0,0,0,0.072,0,0,0.959,0.960
IL5,IL4,9606.ENSP00000231454,9606.ENSP00000231449,0,0,0,0,0.351,0,0,0.983,0.988
IL5,SOS 1,9606.ENSP00000231454,9606.ENSP00000384675,0,0,0,0,0,0,0.400,0.069,0.417
IL5,PIK3CA,9606.ENSP00000231454,9606.ENSP00000263967,0,0,0,0,0,0,0.400,0.108,0.441
IL5,LIF,9606.ENSP00000231454,9606.ENSP00000249075,0,0,0,0,0.116,0,0,0.418,0.463
IL5,EPO,9606.ENSP00000231454,9606.ENSP00000252723,0,0,0,0,0.126,0,0,0.420,0.471
IL5,GRB2,9606.ENSP00000231454,9606.ENSP00000376345,0,0,0,0,0,0,0.400,0.200,0.499
IL5,PIK3R3,9606.ENSP00000231454,9606.ENSP00000262741,0,0,0,0,0,0,0.400,0.214,0.508
IL5,PRKACA,9606.ENSP00000231454,9606.ENSP00000309591,0,0,0,0,0,0,0.400,0.223,0.513
IL5,FASLG,9606.ENSP00000231454,9606.ENSP00000356694,0,0,0,0,0.061,0,0,0.507,0.517
IL5,PRL,9606.ENSP00000231454,9606.ENSP00000302150,0,0,0,0,0,0,0,0.531,0.531
IL5,CSF1R,9606.ENSP00000231454,9606.ENSP00000286301,0,0,0,0,0.051,0,0,0.534,0.538
IL5,EGF,9606.ENSP00000231454,9606.ENSP00000265171,0,0,0,0,0,0,0,0.576,0.576
IL5,FOS,9606.ENSP00000231454,9606.ENSP00000306245,0,0,0,0,0.086,0,0,0.575,0.594
IL5,STAT3,9606.ENSP00000231454,9606.ENSP00000264657,0,0,0,0,0,0,0,0.595,0.595
IL5,JAK1,9606.ENSP00000231454,9606.ENSP00000499900,0,0,0,0,0,0,0.400,0.480,0.674
IL5,OSMR,9606.ENSP00000231454,9606.ENSP00000274276,0,0,0,0,0,0,0.650,0.198,0.707
IL5,IL22RA2,9606.ENSP00000231454,9606.ENSP00000296980,0,0,0,0,0.053,0,0.650,0.196,0.710
IL5,IL20RA,9606.ENSP00000231454,9606.ENSP00000314976,0,0,0,0,0,0,0.650,0.213,0.712
IL5,IFNA1,9606.ENSP00000231454,9606.ENSP00000276927,0,0,0,0,0.055,0,0,0.712,0.716
IL5,IL11,9606.ENSP00000231454,9606.ENSP00000264563,0,0,0,0,0.102,0,0,0.708,0.726
IL5,PDGFRB,9606.ENSP00000231454,9606.ENSP00000261799,0,0,0,0,0.059,0,0.650,0.247,0.730
IL5,IL6ST,9606.ENSP00000231454,9606.ENSP00000370698,0,0,0,0,0,0,0.650,0.272,0.734
IL5,IL27RA,9606.ENSP00000231454,9606.ENSP00000263379,0,0,0,0,0,0,0.650,0.288,0.740
IL5,IL10RB,9606.ENSP00000231454,9606.ENSP00000290200,0,0,0,0,0.060,0,0.650,0.328,0.759
IL5,IL22RA1,9606.ENSP00000231454,9606.ENSP00000270800,0,0,0,0,0,0,0.650,0.348,0.762
IL5,EGFR,9606.ENSP00000231454,9606.ENSP00000275493,0,0,0,0,0,0,0.650,0.348,0.762
IL5,IFNAR1,9606.ENSP00000231454,9606.ENSP00000270139,0,0,0,0,0.082,0,0.650,0.336,0.768
IL5,PDGFRA,9606.ENSP00000231454,9606.ENSP00000257290,0,0,0,0,0.068,0,0.650,0.366,0.775
IL5,STAT5B,9606.ENSP00000231454,9606.ENSP00000293328,0,0,0,0,0,0,0.500,0.572,0.777
IL5,IL9R,9606.ENSP00000231454,9606.ENSP00000244174,0,0,0,0,0,0,0.650,0.392,0.778
IL5,IL15,9606.ENSP00000231454,9606.ENSP00000296545,0,0,0,0,0,0,0,0.821,0.821
IL5,IL12RB2,9606.ENSP00000231454,9606.ENSP00000262345,0,0,0,0,0.055,0,0.650,0.505,0.821
IL5,STAT6,9606.ENSP00000231454,9606.ENSP00000300134,0,0,0,0,0,0,0,0.833,0.833
IL5,IFNGR1,9606.ENSP00000231454,9606.ENSP00000356713,0,0,0,0,0,0,0.650,0.556,0.838
IL5,IL13,9606.ENSP00000231454,9606.ENSP00000304915,0,0,0,0,0.406,0,0,0.986,0.991
IL5,CSF2,9606.ENSP00000231454,9606.ENSP00000296871,0,0,0,0,0.168,0,0.400,0.988,0.993
IL5,IL7,9606.ENSP00000231454,9606.ENSP00000263851,0,0,0,0,0,0,0,0.995,0.995
IL5,IL9,9606.ENSP00000231454,9606.ENSP00000274520,0,0,0,0,0.499,0,0,0.991,0.995
IL5,IL5RA,9606.ENSP00000231454,9606.ENSP00000412209,0,0,0,0,0.084,0.982,0.900,0.998,0.999
IL5,IL3,9606.ENSP00000231454,9606.ENSP00000296870,0,0,0,0,0.453,0,0.400,0.999,0.999
IL5RA,OSM,9606.ENSP00000412209,9606.ENSP00000215781,0,0,0,0,0,0,0.650,0.129,0.682
IL5RA,IL2RB,9606.ENSP00000412209,9606.ENSP00000216223,0,0,0.232,0,0.044,0,0.400,0.703,0.851
IL5RA,EPOR,9606.ENSP00000412209,9606.ENSP00000222139,0,0,0,0,0,0,0,0.481,0.481
IL5RA,PIK3R2,9606.ENSP00000412209,9606.ENSP00000222254,0,0,0,0,0,0,0.400,0,0.400
IL5RA,CSF3,9606.ENSP00000412209,9606.ENSP00000225474,0,0,0.253,0,0,0,0.650,0.209,0.775
IL5RA,IL2,9606.ENSP00000412209,9606.ENSP00000226730,0,0,0,0,0.103,0,0.650,0.606,0.865
IL5RA,IL10RA,9606.ENSP00000412209,9606.ENSP00000227752,0,0,0,0,0.047,0,0,0.591,0.594
IL5RA,IL23A,9606.ENSP00000412209,9606.ENSP00000228534,0,0,0,0,0.085,0,0.650,0.069,0.676
IL5RA,IFNG,9606.ENSP00000412209,9606.ENSP00000229135,0,0,0,0,0.044,0,0.650,0.358,0.766
IL5RA,IL12B,9606.ENSP00000412209,9606.ENSP00000231228,0,0,0,0,0.092,0,0.650,0.057,0.674
IL5RA,IL4,9606.ENSP00000412209,9606.ENSP00000231449,0,0,0,0,0.224,0,0.650,0.802,0.941
IL5RA,IL5,9606.ENSP00000412209,9606.ENSP00000231454,0,0,0,0,0.084,0.982,0.900,0.998,0.999
IL5RA,IFNA7,9606.ENSP00000412209,9606.ENSP00000239347,0,0,0,0,0.091,0,0.650,0.125,0.697
IL5RA,IL9R,9606.ENSP00000412209,9606.ENSP00000244174,0,0,0,0,0.060,0,0,0.402,0.413
IL5RA,LIF,9606.ENSP00000412209,9606.ENSP00000249075,0,0,0.334,0,0.082,0,0.650,0.067,0.773
IL5RA,EPO,9606.ENSP00000412209,9606.ENSP00000252723,0,0,0,0,0.087,0,0.650,0.149,0.704
IL5RA,PIK3R3,9606.ENSP00000412209,9606.ENSP00000262741,0,0,0,0,0.042,0,0.400,0.059,0.411
IL5RA,IL7,9606.ENSP00000412209,9606.ENSP00000263851,0,0,0,0,0.083,0,0.650,0.252,0.738
IL5RA,PIK3CA,9606.ENSP00000412209,9606.ENSP00000263967,0,0,0,0,0,0,0.400,0,0.400
IL5RA,IL11,9606.ENSP00000412209,9606.ENSP00000264563,0,0,0,0,0,0,0.650,0.183,0.701
IL5RA,EGF,9606.ENSP00000412209,9606.ENSP00000265171,0,0,0,0,0,0,0.650,0.146,0.688
IL5RA,IL9,9606.ENSP00000412209,9606.ENSP00000274520,0,0,0,0,0.089,0,0.650,0.436,0.804
IL5RA,IFNA1,9606.ENSP00000412209,9606.ENSP00000276927,0,0,0,0,0.089,0,0.650,0.368,0.781
IL5RA,IFNK,9606.ENSP00000412209,9606.ENSP00000276943,0,0,0,0,0.086,0,0.650,0,0.666
IL5RA,CTF1,9606.ENSP00000412209,9606.ENSP00000279804,0,0,0,0,0,0,0.650,0.113,0.676
IL5RA,IL10RB,9606.ENSP00000412209,9606.ENSP00000290200,0,0,0,0,0.069,0,0,0.510,0.525
IL5RA,STAT5B,9606.ENSP00000412209,9606.ENSP00000293328,0,0,0,0,0.106,0,0.500,0.320,0.669
IL5RA,IL15,9606.ENSP00000412209,9606.ENSP00000296545,0,0,0,0,0,0,0.650,0.248,0.725
IL5RA,IL3,9606.ENSP00000412209,9606.ENSP00000296870,0,0,0,0,0.056,0,0.650,0.966,0.987
IL5RA,CSF2,9606.ENSP00000412209,9606.ENSP00000296871,0,0,0,0,0.043,0,0.650,0.937,0.977
IL5RA,IL22RA2,9606.ENSP00000412209,9606.ENSP00000296980,0,0,0.240,0,0.082,0,0,0.262,0.441
IL5RA,PRL,9606.ENSP00000412209,9606.ENSP00000302150,0,0,0,0,0,0,0.650,0.081,0.664
IL5RA,IL17D,9606.ENSP00000412209,9606.ENSP00000302924,0,0,0,0,0,0,0.650,0.114,0.676
IL5RA,IL12A,9606.ENSP00000412209,9606.ENSP00000303231,0,0,0,0,0.103,0,0.650,0.087,0.688
IL5RA,IL13,9606.ENSP00000412209,9606.ENSP00000304915,0,0,0,0,0.058,0,0.650,0.609,0.859
IL5RA,PRKACA,9606.ENSP00000412209,9606.ENSP00000309591,0,0,0,0,0,0,0.400,0,0.400
IL5RA,IL20RA,9606.ENSP00000412209,9606.ENSP00000314976,0,0,0.312,0,0,0,0,0.480,0.626
IL5RA,IL6ST,9606.ENSP00000412209,9606.ENSP00000370698,0,0,0,0,0,0,0,0.482,0.482
IL5RA,GRB2,9606.ENSP00000412209,9606.ENSP00000376345,0,0,0,0,0,0.141,0.400,0.104,0.497
IL5RA,SOS 1,9606.ENSP00000412209,9606.ENSP00000384675,0,0,0,0,0,0,0.400,0,0.400
IL5RA,JAK1,9606.ENSP00000412209,9606.ENSP00000499900,0,0,0,0,0.083,0.292,0.650,0.331,0.827
IL6ST,TNFRSF1A,9606.ENSP00000370698,9606.ENSP00000162749,0,0,0,0,0.055,0,0,0.614,0.620
IL6ST,OSM,9606.ENSP00000370698,9606.ENSP00000215781,0,0,0,0,0,0.778,0.900,0.945,0.998
IL6ST,MAPK1,9606.ENSP00000370698,9606.ENSP00000215832,0,0,0,0,0.049,0,0.400,0.520,0.702
IL6ST,IL2RB,9606.ENSP00000370698,9606.ENSP00000216223,0,0,0,0,0.074,0,0,0.543,0.558
IL6ST,PIK3R2,9606.ENSP00000370698,9606.ENSP00000222254,0,0,0,0,0,0,0.900,0.089,0.905
IL6ST,CSF3,9606.ENSP00000370698,9606.ENSP00000225474,0,0,0,0,0,0,0.650,0.527,0.827
IL6ST,IL2,9606.ENSP00000370698,9606.ENSP00000226730,0,0,0,0,0,0,0.650,0.370,0.770
IL6ST,IL10RA,9606.ENSP00000370698,9606.ENSP00000227752,0,0,0,0,0.042,0,0,0.608,0.608
IL6ST,IL23A,9606.ENSP00000370698,9606.ENSP00000228534,0,0,0,0,0.060,0,0.650,0.458,0.806
IL6ST,IFNG,9606.ENSP00000370698,9606.ENSP00000229135,0,0,0,0,0.121,0,0.650,0.598,0.865
IL6ST,IL12B,9606.ENSP00000370698,9606.ENSP00000231228,0,0,0,0,0.079,0,0.650,0.131,0.695
IL6ST,IL4,9606.ENSP00000370698,9606.ENSP00000231449,0,0,0,0,0,0,0.650,0.348,0.762
IL6ST,IL5,9606.ENSP00000370698,9606.ENSP00000231454,0,0,0,0,0,0,0.650,0.272,0.734
IL6ST,IFNA7,9606.ENSP00000370698,9606.ENSP00000239347,0,0,0,0,0,0,0.650,0.079,0.663
IL6ST,LIF,9606.ENSP00000370698,9606.ENSP00000249075,0,0,0,0,0,0.960,0.900,0.920,0.999
IL6ST,EPO,9606.ENSP00000370698,9606.ENSP00000252723,0,0,0,0,0,0,0.650,0.136,0.684
IL6ST,PDGFRA,9606.ENSP00000370698,9606.ENSP00000257290,0,0,0,0,0.076,0,0,0.461,0.481
IL6ST,IL12RB2,9606.ENSP00000370698,9606.ENSP00000262345,0,0,0,0.596,0,0,0.500,0.553,0.766
IL6ST,PIK3R3,9606.ENSP00000370698,9606.ENSP00000262741,0,0,0,0,0,0,0.900,0.052,0.901
IL6ST,MAP2K2,9606.ENSP00000370698,9606.ENSP00000262948,0,0,0,0,0,0,0.400,0,0.400
IL6ST,IL27RA,9606.ENSP00000370698,9606.ENSP00000263379,0,0,0,0.571,0,0.800,0.800,0.986,0.999
IL6ST,IL7,9606.ENSP00000370698,9606.ENSP00000263851,0,0,0,0,0.071,0,0.650,0.332,0.764
IL6ST,PIK3CA,9606.ENSP00000370698,9606.ENSP00000263967,0,0,0,0,0.097,0,0.900,0.479,0.948
IL6ST,IL11,9606.ENSP00000370698,9606.ENSP00000264563,0,0,0,0,0,0.287,0.900,0.971,0.997
IL6ST,STAT3,9606.ENSP00000370698,9606.ENSP00000264657,0,0,0,0,0.072,0.292,0.900,0.900,0.992
IL6ST,EGF,9606.ENSP00000370698,9606.ENSP00000265171,0,0,0,0,0,0,0.650,0.247,0.725
IL6ST,OSMR,9606.ENSP00000370698,9606.ENSP00000274276,0,0,0,0.570,0.081,0.510,0.800,0.761,0.975
IL6ST,IL9,9606.ENSP00000370698,9606.ENSP00000274520,0,0,0,0,0,0,0.650,0.223,0.716
IL6ST,IFNA1,9606.ENSP00000370698,9606.ENSP00000276927,0,0,0,0,0,0,0.650,0.270,0.733
IL6ST,IFNK,9606.ENSP00000370698,9606.ENSP00000276943,0,0,0,0,0,0,0.650,0,0.650
IL6ST,CTF1,9606.ENSP00000370698,9606.ENSP00000279804,0,0,0,0,0.043,0,0.900,0.811,0.980
IL6ST,STAT5B,9606.ENSP00000370698,9606.ENSP00000293328,0,0,0,0,0.042,0,0,0.479,0.479
IL6ST,IL15,9606.ENSP00000370698,9606.ENSP00000296545,0,0,0,0,0.055,0,0.650,0.322,0.756
IL6ST,IL3,9606.ENSP00000370698,9606.ENSP00000296870,0,0,0,0,0,0,0.650,0.476,0.808
IL6ST,CSF2,9606.ENSP00000370698,9606.ENSP00000296871,0,0,0,0,0,0,0.650,0.325,0.753
IL6ST,PRL,9606.ENSP00000370698,9606.ENSP00000302150,0,0,0,0,0,0,0.650,0.139,0.685
IL6ST,MAP2K1,9606.ENSP00000370698,9606.ENSP00000302486,0,0,0,0,0,0,0.400,0.091,0.431
IL6ST,IL17D,9606.ENSP00000370698,9606.ENSP00000302924,0,0,0,0,0,0,0.650,0.125,0.680
IL6ST,IL12A,9606.ENSP00000370698,9606.ENSP00000303231,0,0,0,0,0,0,0.650,0.186,0.702
IL6ST,IL13,9606.ENSP00000370698,9606.ENSP00000304915,0,0,0,0,0.067,0,0.650,0.501,0.822
IL6ST,FOS,9606.ENSP00000370698,9606.ENSP00000306245,0,0,0,0,0.044,0.422,0,0.220,0.531
IL6ST,IFNGR1,9606.ENSP00000370698,9606.ENSP00000356713,0,0,0,0,0.056,0,0,0.619,0.624
IL6ST,IL5RA,9606.ENSP00000370698,9606.ENSP00000412209,0,0,0,0,0,0,0,0.482,0.482
IL6ST,GRB2,9606.ENSP00000370698,9606.ENSP00000376345,0,0,0,0,0.044,0.292,0.900,0.435,0.956
IL6ST,JAK1,9606.ENSP00000370698,9606.ENSP00000499900,0,0,0,0,0.125,0.837,0.900,0.932,0.998
IL7,TNFRSF1A,9606.ENSP00000263851,9606.ENSP00000162749,0,0,0,0,0,0,0,0.447,0.447
IL7,OSM,9606.ENSP00000263851,9606.ENSP00000215781,0,0,0,0,0.044,0,0,0.417,0.418
IL7,IL2RB,9606.ENSP00000263851,9606.ENSP00000216223,0,0,0,0,0.104,0,0.650,0.829,0.941
IL7,EPOR,9606.ENSP00000263851,9606.ENSP00000222139,0,0,0,0,0,0,0.650,0.419,0.787
IL7,PIK3R2,9606.ENSP00000263851,9606.ENSP00000222254,0,0,0,0,0,0,0.500,0.077,0.518
IL7,CSF3,9606.ENSP00000263851,9606.ENSP00000225474,0,0,0,0,0.059,0,0,0.877,0.880
IL7,NFKB1,9606.ENSP00000263851,9606.ENSP00000226574,0,0,0,0,0.107,0,0,0.448,0.486
IL7,IL2,9606.ENSP00000263851,9606.ENSP00000226730,0,0,0,0,0.049,0,0,0.997,0.997
IL7,IL10RA,9606.ENSP00000263851,9606.ENSP00000227752,0,0,0,0,0.104,0,0.650,0.585,0.858
IL7,IFNG,9606.ENSP00000263851,9606.ENSP00000229135,0,0,0,0,0.140,0,0,0.888,0.900
IL7,IL4,9606.ENSP00000263851,9606.ENSP00000231449,0,0,0,0,0.086,0,0,0.998,0.998
IL7,IL5,9606.ENSP00000263851,9606.ENSP00000231454,0,0,0,0,0,0,0,0.995,0.995
IL7,IL9R,9606.ENSP00000263851,9606.ENSP00000244174,0,0,0,0,0,0,0.650,0.589,0.850
IL7,LIF,9606.ENSP00000263851,9606.ENSP00000249075,0,0,0,0,0.044,0,0,0.481,0.483
IL7,EPO,9606.ENSP00000263851,9606.ENSP00000252723,0,0,0,0,0,0,0,0.449,0.449
IL7,PDGFRA,9606.ENSP00000263851,9606.ENSP00000257290,0,0,0,0,0.067,0,0.650,0.246,0.732
IL7,PDGFRB,9606.ENSP00000263851,9606.ENSP00000261799,0,0,0,0,0.102,0,0.650,0.229,0.736
IL7,IL12RB2,9606.ENSP00000263851,9606.ENSP00000262345,0,0,0,0,0.067,0,0.650,0.392,0.784
IL7,PIK3R3,9606.ENSP00000263851,9606.ENSP00000262741,0,0,0,0,0,0,0.500,0.071,0.515
IL7,IL27RA,9606.ENSP00000263851,9606.ENSP00000263379,0,0,0,0,0.065,0,0.650,0.269,0.740
IL7,CSF1R,9606.ENSP00000263851,9606.ENSP00000286301,0,0,0,0,0.075,0,0,0.382,0.404
IL7,MYC,9606.ENSP00000263851,9606.ENSP00000478887,0,0,0,0,0,0,0,0.432,0.432
IL7,STAT6,9606.ENSP00000263851,9606.ENSP00000300134,0,0,0,0,0.059,0,0,0.485,0.495
IL7,FASLG,9606.ENSP00000263851,9606.ENSP00000356694,0,0,0,0,0.113,0,0,0.507,0.544
IL7,EGF,9606.ENSP00000263851,9606.ENSP00000265171,0,0,0,0,0,0,0,0.570,0.570
IL7,STAT3,9606.ENSP00000263851,9606.ENSP00000264657,0,0,0,0,0.057,0,0,0.624,0.630
IL7,IFNA1,9606.ENSP00000263851,9606.ENSP00000276927,0,0,0,0,0,0,0,0.697,0.697
IL7,OSMR,9606.ENSP00000263851,9606.ENSP00000274276,0,0,0,0,0.042,0,0.650,0.181,0.701
IL7,IL20RA,9606.ENSP00000263851,9606.ENSP00000314976,0,0,0,0,0.047,0,0.650,0.179,0.702
IL7,IL22RA2,9606.ENSP00000263851,9606.ENSP00000296980,0,0,0,0,0.106,0,0.650,0.192,0.725
IL7,IL22RA1,9606.ENSP00000263851,9606.ENSP00000270800,0,0,0,0,0.042,0,0.650,0.269,0.733
IL7,IL5RA,9606.ENSP00000263851,9606.ENSP00000412209,0,0,0,0,0.083,0,0.650,0.252,0.738
IL7,IL11,9606.ENSP00000263851,9606.ENSP00000264563,0,0,0,0,0,0,0,0.756,0.756
IL7,EGFR,9606.ENSP00000263851,9606.ENSP00000275493,0,0,0,0,0,0,0.650,0.349,0.762
